uid,taskId,task,group,time,team,member,item,start,ending,status
69b9bb48-ea8f-4db2-8923-0ae0aa3899f6,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,66939,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,02731,65160,65920,CORRECT
b501d942-16b3-46da-917f-5cf95a2d8652,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67193,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,119840,120200,CORRECT
7a838433-ab5c-428e-96d3-63329010b6ec,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67272,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,16512,17375,24937,CORRECT
a2713e1d-636b-4f19-8220-99f7b741fa8b,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67436,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,16249,572600,601720,CORRECT
2b4a57e7-96d7-4ccc-b677-45132c5aec31,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67437,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,16249,261000,290240,CORRECT
c88f469a-0cd7-4afe-ae18-7891a562aa36,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67472,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,15227,149249,155121,CORRECT
06fc7f73-fbf9-4ef6-9988-7f0ad06a822d,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67472,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,15227,32632,35435,CORRECT
e651b147-25c1-43a2-a972-872894ce9dff,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67473,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,16249,233240,247240,CORRECT
88fc1f01-7d23-46fb-b04e-60f0ab3e7934,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67472,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,16249,543240,572560,CORRECT
396d2d19-20f4-483a-8038-d25166f5e640,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67472,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,16249,247280,260960,CORRECT
ffbda5ec-567c-4c2d-ae89-dbc0b7a05ac4,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67514,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,10057,150316,154821,CORRECT
d0d91d92-3ed8-4d5b-9a21-0da6df4ea02b,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67633,VERGE,930548c8-c136-4946-b67e-392ff3937475,09065,193360,194800,CORRECT
098dcb34-0880-4af4-82a5-d3073c26cf03,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67687,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,16249,502080,510240,CORRECT
aec394a5-62b3-4944-bb66-286ec622ca8f,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67804,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,05995,127440,127840,CORRECT
a09c5ca2-5ba2-46ce-96c6-55478a1230ba,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67804,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,05995,118880,119800,CORRECT
8e99751f-a4bd-4d3a-9468-4850659cd732,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67807,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,16249,203880,233200,CORRECT
4b98ef43-536e-4c4b-bfa1-78733acd156f,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67817,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,04551,180533,181066,CORRECT
2b963383-6402-47a7-9167-ebe0ab5f21e2,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67820,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,16249,377320,383560,CORRECT
d5f56e39-dbfc-4681-8f6b-bacb0feedd4d,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67817,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,07001,50250,52252,CORRECT
5fffe742-76c3-4724-935b-9ca8a9886808,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67817,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,15227,104237,106806,CORRECT
c9ed8bf2-082f-40d6-81c8-91cc920bac74,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67820,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,05995,106840,107800,CORRECT
261e96f7-ab1a-4e8b-92ed-99b01089dbd9,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67820,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,16249,514200,543200,CORRECT
3a64847a-1869-48ee-b83f-b8ae78f78454,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,67820,CVHunter,06baac93-bbe7-4433-ba9d-032619901705,05995,111800,113360,CORRECT
7c38b775-6985-4f5d-8a6e-48e09db8a1ea,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,68089,VideoFall,da3af1d5-f45c-4db6-9880-6c1aa97098c8,00318,362640,363040,CORRECT
8344b36c-fd40-4f0e-a425-09aaf5f45234,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,68381,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,10057,874415,879295,CORRECT
a7bf1e4e-5cd2-4907-888f-8f0e3914db5f,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,68429,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,16249,459640,460400,CORRECT
150a57f8-d8aa-4bf9-9cd4-6029bb0993a0,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,68469,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,10057,140515,145019,CORRECT
8862c0be-4979-42af-9731-eaa1924035a7,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,68469,VERGE,930548c8-c136-4946-b67e-392ff3937475,11165,245560,246640,CORRECT
8e3edd10-655b-4139-8fe3-5aa692119517,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,68453,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,04423,764972,765055,CORRECT
84a6bee0-95f3-40c2-aa8c-539672f49530,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,68815,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,03892,87100,89666,WRONG
fcea18ce-9b6a-4a10-95dd-08e14bd2e899,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,68854,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,156566,157166,CORRECT
b79b0c4a-7d36-4480-bddb-14edeb49b4f5,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,68854,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,16249,460440,479960,CORRECT
57bb167e-fb54-44f7-b55c-f1b66d474b85,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,68827,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,174566,175166,CORRECT
8814021b-9597-4204-b0ba-e36b0a20a0bf,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,68978,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,121200,121640,CORRECT
84790b3e-3703-41be-ae24-257774ee629e,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69073,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,04423,771562,771896,CORRECT
1d91795e-a9b2-406d-8494-4c0a32c4f1c0,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69099,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,02731,63960,64320,CORRECT
cd5acb83-101a-40f9-bef1-150e39326cc0,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69114,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,0,2966,CORRECT
750fb81a-7ef1-4380-97bb-9f1ddf72fcbc,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69158,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,07144,76342,77243,CORRECT
3758fd5f-a769-4c70-ae61-95f627d929f0,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69222,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04506,17884,18318,CORRECT
291e7d3a-7ff5-45a3-a4b8-6ccdbc070022,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69225,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,120680,121160,CORRECT
56e3272a-e383-4b2b-b975-3fb9bbdf4265,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69260,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,16249,480000,483280,CORRECT
4ad12bc1-6792-4357-9a28-f753f18c2b73,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69328,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,175433,175700,CORRECT
c772b5ac-9189-4c7a-a745-6838574b4bec,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69365,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,10057,139264,140473,CORRECT
26f7aa52-92ee-4483-b8ff-d7d7dc1bc0e9,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69365,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,15000,15400,CORRECT
34cbcba2-90a2-4dc2-bb2a-180058c23910,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69506,IVIST,0ea1d736-7c9a-4a6d-956a-63a33a4eb650,04551,186733,187066,CORRECT
8fba55ec-76fd-48a1-8765-a2fd49588fcd,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69527,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,122120,122600,CORRECT
612655b2-b941-413f-bde4-31745ef4e83b,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69551,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,12227,262695,270136,CORRECT
d10dd67b-b58a-4b2f-865e-3a29da866ddb,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69593,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,193466,196766,CORRECT
a9a9653d-247a-4e40-9b04-9fcbeb9423e2,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69603,AIClub@UIT,3b63dc5f-5000-487c-af5e-ea29ccf28b0d,04551,193466,196766,CORRECT
5b311d18-24dc-4799-b037-7ca6113a97d9,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69634,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,151900,152500,CORRECT
c61ade23-c276-48d8-8bf3-4059c8fed4d8,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69676,VERGE,930548c8-c136-4946-b67e-392ff3937475,09026,101720,103200,CORRECT
1cd23bff-719f-428b-85c3-dfd8542a8f40,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69779,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,16249,483320,495000,CORRECT
f702e68b-4fdb-4611-84f8-590c06866ab0,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69822,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,05995,111800,113360,CORRECT
86471061-f234-46d0-a278-ffd90c192fad,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69795,VNUHCM,84d05fdc-b83d-44f5-9756-91bc0cf37900,14406,121187,125692,CORRECT
81dbe253-8728-4aa1-8f3c-13b75a718cdc,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69864,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,17066,17900,CORRECT
c5f22dc5-c977-42dc-9a13-19003ac4cb47,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69864,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,122640,123040,CORRECT
fa25dd18-f03f-4dc3-bcd1-28ec2c65a980,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,69907,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,07381,206125,207875,CORRECT
54a80178-3321-4f88-aeb2-8c60c3e026d3,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70033,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,04423,774190,776901,CORRECT
18cdc491-2dd1-4df6-b463-e26005a50f1d,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70075,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,151533,151866,CORRECT
d41e5b0f-cd60-47ad-a521-cbbdafd50d52,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70116,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,16249,510280,514160,CORRECT
ba08d603-ba93-4580-869d-431f6ce5d83f,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70126,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04506,18351,18518,CORRECT
3fe2ace3-cacc-4717-a780-54db62ed563f,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70199,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,12227,227427,234934,CORRECT
057ac680-c3ca-4b7c-bf34-70941737d4b9,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70199,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,120240,120640,CORRECT
c82dca1d-6fb3-4cb5-b73f-4cf806bc7bef,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70282,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,175733,176433,CORRECT
69835861-15d6-4b88-bd80-203f7c297b32,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70285,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,175200,175400,CORRECT
d8bed28b-7caa-4f30-94aa-849f89096cb6,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70451,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,121680,122080,CORRECT
2c16ac61-32e3-4bf8-b604-aa01acd66991,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70491,VERGE,930548c8-c136-4946-b67e-392ff3937475,17129,145937,153695,CORRECT
ddc9d933-2c1c-4e22-a58e-3697fdecaa78,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70494,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,174333,174533,CORRECT
3c11ef5b-6ca1-4094-8a3b-043ca1c6f037,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70501,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,191266,192433,CORRECT
9af02f2b-ff16-4eed-a0ac-4e4453c3d5f8,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70534,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,16249,502080,510240,CORRECT
fa2259ec-07b4-473f-a92d-c97dc20d8fd0,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70745,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,04551,16033,16200,CORRECT
a0f84fbe-ce38-463f-99a1-4e1b0d418dbd,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70746,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,07416,37504,40473,CORRECT
f856b3df-8d26-4530-a479-e7faddaec206,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70852,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,16249,499120,502040,CORRECT
a0126474-f999-4d1e-a444-66fb5c881022,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70853,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,10057,229312,231564,CORRECT
1b623bab-d079-4566-846a-73cbc55c1788,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70917,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,09026,173280,174080,CORRECT
d956c735-ce82-45eb-8ac9-17c6b9a1e789,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,70983,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,04423,788454,788996,CORRECT
da9705cb-61a2-447b-9fc6-8620024edea4,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,71025,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,02731,65160,65920,CORRECT
ceffcc4b-7df0-41ad-bafa-357a5254b846,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,71295,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,123600,124040,CORRECT
18c424ce-5110-4ac7-b486-ce9a4946ac9f,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,71304,VERGE,930548c8-c136-4946-b67e-392ff3937475,14220,209080,211960,CORRECT
c1ad9218-7ce3-4b28-b092-ca3e294e947d,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,71343,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,16249,495040,499080,CORRECT
266cd8d0-6566-4f56-8dcb-37cd6093ce96,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,71343,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,03725,101960,103200,CORRECT
9dc06f2c-2ad1-4ada-b6af-8eb8a19407ec,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,71542,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,04423,789997,790956,CORRECT
817308e1-10f7-4ff0-ac36-83b994c9dc7d,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,71685,VNUHCM,84d05fdc-b83d-44f5-9756-91bc0cf37900,04551,180366,180500,CORRECT
bce51388-6628-4cf5-9349-3f707863d29f,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,71750,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,10057,838963,842216,CORRECT
61766a51-1fb2-49fa-9341-e8845398c11c,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,72087,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,04423,802760,803886,CORRECT
e46aa8a6-de9d-4159-8d80-0f3582006e78,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,72226,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,125040,125440,CORRECT
84a6d066-3bfb-434f-90f2-d1f6bcb5160f,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,72270,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,04370,451520,455120,CORRECT
185bdc0f-fc45-497b-8cd3-e4bfa10089db,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,72478,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,10057,239614,243451,CORRECT
318e2562-2917-41d8-983e-b59bc222a269,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,72658,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,124080,125000,CORRECT
3150b52f-c207-430c-b2d7-8ef0f4fbb70f,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,72954,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,125480,125960,CORRECT
d11641c9-ceb9-4e00-a371-39020384b4e9,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,73178,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,126000,126440,CORRECT
a5a44856-8c8b-458f-b1b3-90e0daa742d1,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,73217,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,10057,250250,255213,CORRECT
bfaf3084-6277-47ac-8548-e87e5a00a63a,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,73259,VERGE,930548c8-c136-4946-b67e-392ff3937475,07044,178760,179240,CORRECT
91cfc4ba-e5ca-4573-a8a9-45a7ad06f8fc,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,73349,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,16249,543240,572560,CORRECT
1eb3e87c-c868-4f13-9e9a-01cc947b17ae,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,73373,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,10057,846720,853894,CORRECT
a2b982b4-7d4f-4370-a7ba-a7d86ffbe266,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,73380,IVIST,0ea1d736-7c9a-4a6d-956a-63a33a4eb650,15491,1079878,1104069,CORRECT
ab5c81b2-9149-4935-b90c-51327ecea70b,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,73422,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,127880,128360,CORRECT
0e412636-dcfd-46df-b141-1b5304386336,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,73531,vitrivr,17ec1178-3954-42ed-bf0f-cb7b3244a483,04423,816273,824114,CORRECT
053760d3-a6da-4c53-b678-b8cd36db35a1,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,73599,VNUHCM,84d05fdc-b83d-44f5-9756-91bc0cf37900,04551,179333,180033,CORRECT
32de0d36-6cf4-44d0-824a-08c433bcafc1,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,73713,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,16249,572600,601720,CORRECT
4b3f409c-e9dd-404a-80f9-6fa54a77eabe,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,73753,VNUHCM,84d05fdc-b83d-44f5-9756-91bc0cf37900,14952,467091,469552,CORRECT
e660801b-8c2f-4360-8d9e-3b28a7e23c41,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,73826,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,126960,127400,UNDECIDABLE
9e015544-15d7-4c2e-aeba-40ee05e37dc9,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,74007,VIREO,54c4e007-7bdb-4422-b8a7-ac645a6a0210,02964,226359,230530,CORRECT
e5e1f931-1b83-475f-a9b5-98493ed708db,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,74045,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,126480,126920,CORRECT
1ab9d47e-4d12-45c9-babb-8fe344041574,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,74094,VERGE,930548c8-c136-4946-b67e-392ff3937475,04091,82315,84918,CORRECT
34b2f030-4474-4fb5-b77d-b663948377ea,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,74072,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,03900,567666,573000,CORRECT
a24b8feb-6649-47de-8f6b-d1a4efe6fd0d,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,74094,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,16249,601760,604240,CORRECT
2c9cd0fc-d3bc-42ec-9e99-e7fc877e6979,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,74422,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,128760,134560,CORRECT
8f977981-9945-4313-a0e3-affb4d86d9af,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,74574,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,134600,138680,WRONG
9aa6daa6-ab50-4fa2-8cb8-a66e954c24a8,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,74616,AVSEEKER,bbe98b50-23bf-4df0-bd58-1909d2120d48,05995,128400,128720,CORRECT
237f3f80-e3a1-4097-a5bb-b1d46cdf6c29,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,74585,vitrivr-VR,f23f37e6-2976-4bbb-8cdc-2ff0351947ff,15491,1689254,1690321,CORRECT
31b93ab4-b7d3-4ef1-8de6-053e99794f18,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,74832,VNUHCM,84d05fdc-b83d-44f5-9756-91bc0cf37900,04551,182566,183200,CORRECT
d8580031-600d-4d30-9e0b-4d63c1372ef9,53a214fb-c981-41cc-b734-99b4f579112c,vbs22-avs-04,VBS2022-AVS,74850,AIClub@UIT,3b63dc5f-5000-487c-af5e-ea29ccf28b0d,15491,1592223,1595894,CORRECT
